                             C                           lam                             R                            Et                            Ef                             E                            Ft                            Ff                             F
      1.000100200400801498e+00      1.000000000000000000e+00      9.760832109932416900e-01      0.000000000000000000e+00      3.428201775029209491e-24      3.428201775029209491e-24      0.000000000000000000e+00      6.846003046849780758e-20      6.846003046849780758e-20
      1.000501002004007933e+00      1.000000000000000000e+00      9.800847994890633519e-01      0.000000000000000000e+00      8.603540929661303213e-23      8.603540929661303213e-23      0.000000000000000000e+00      3.442817031580700183e-19      3.442817031580700183e-19
      1.000901803607214369e+00      1.000000000000000000e+00      9.841350414309375516e-01      0.000000000000000000e+00      2.798360360401449158e-22      2.798360360401449158e-22      0.000000000000000000e+00      6.233255532458461705e-19      6.233255532458461705e-19
      1.001302605210420804e+00      1.000000000000000000e+00      9.882349349975073638e-01      0.000000000000000000e+00      5.861346917898425144e-22      5.861346917898425144e-22      0.000000000000000000e+00      9.056560451714577459e-19      9.056560451714577459e-19
      1.001703406813627240e+00      1.000000000000000000e+00      9.923855072927367793e-01      0.000000000000000000e+00      1.006263020781649602e-21      1.006263020781649602e-21      0.000000000000000000e+00      1.191352941263013497e-18      1.191352941263013497e-18
      1.002104208416833675e+00      1.000000000000000000e+00      9.965878154251800458e-01      0.000000000000000000e+00      1.541580488883971147e-21      1.541580488883971147e-21      0.000000000000000000e+00      1.480471031871740525e-18      1.480471031871740525e-18
      1.002505010020040110e+00      1.000000000000000000e+00      1.000842947649883907e+00      0.000000000000000000e+00      2.193475201421154990e-21      2.193475201421154990e-21      0.000000000000000000e+00      1.773080007962276995e-18      1.773080007962276995e-18
      1.002905811623246546e+00      1.000000000000000000e+00      1.005152024556682733e+00      0.000000000000000000e+00      2.963364751619716277e-21      2.963364751619716277e-21      0.000000000000000000e+00      2.069270350250031302e-18      2.069270350250031302e-18
      1.003306613226452759e+00      1.000000000000000000e+00      1.009516200315944801e+00      0.000000000000000000e+00      3.852697101683359363e-21      3.852697101683359363e-21      0.000000000000000000e+00      2.369105302653854740e-18      2.369105302653854740e-18
      1.003707414829659195e+00      1.000000000000000000e+00      1.013936663987407227e+00      0.000000000000000000e+00      4.862951498891739170e-21      4.862951498891739170e-21      0.000000000000000000e+00      2.672685424558912227e-18      2.672685424558912227e-18
      1.004108216432865630e+00      1.000000000000000000e+00      1.018414640881312172e+00      0.000000000000000000e+00      5.995639425267177319e-21      5.995639425267177319e-21      0.000000000000000000e+00      2.980074118895526760e-18      2.980074118895526760e-18
      1.004509018036072066e+00      1.000000000000000000e+00      1.022951393999384617e+00      0.000000000000000000e+00      7.252305587714991083e-21      7.252305587714991083e-21      0.000000000000000000e+00      3.291354130573035290e-18      3.291354130573035290e-18
      1.004909819639278501e+00      1.000000000000000000e+00      1.027548225532104009e+00      0.000000000000000000e+00      8.634528944219309176e-21      8.634528944219309176e-21      0.000000000000000000e+00      3.606609667793759550e-18      3.606609667793759550e-18
      1.005310621242484936e+00      1.000000000000000000e+00      1.032206478443506104e+00      0.000000000000000000e+00      1.014392377487230339e-20      1.014392377487230339e-20      0.000000000000000000e+00      3.925926225860506489e-18      3.925926225860506489e-18
      1.005711422845691372e+00      1.000000000000000000e+00      1.036927538121800385e+00      0.000000000000000000e+00      1.178214079264647347e-20      1.178214079264647347e-20      0.000000000000000000e+00      4.249455448208893957e-18      4.249455448208893957e-18
      1.006112224448897807e+00      1.000000000000000000e+00      1.041712834119757902e+00      0.000000000000000000e+00      1.355086830140360110e-20      1.355086830140360110e-20      0.000000000000000000e+00      4.577226654639682145e-18      4.577226654639682145e-18
      1.006513026052104243e+00      1.000000000000000000e+00      1.046563841986950294e+00      0.000000000000000000e+00      1.545183340335818815e-20      1.545183340335818815e-20      0.000000000000000000e+00      4.909326131478740029e-18      4.909326131478740029e-18
      1.006913827655310456e+00      1.000000000000000000e+00      1.051482085183096604e+00      0.000000000000000000e+00      1.748680325219195414e-20      1.748680325219195414e-20      0.000000000000000000e+00      5.245878703211051870e-18      5.245878703211051870e-18
      1.007314629258516891e+00      1.000000000000000000e+00      1.056469137098370314e+00      0.000000000000000000e+00      1.965758636153400940e-20      1.965758636153400940e-20      0.000000000000000000e+00      5.587097862180218529e-18      5.587097862180218529e-18
      1.007715430861723327e+00      1.000000000000000000e+00      1.061526623184634754e+00      0.000000000000000000e+00      2.196603397178318628e-20      2.196603397178318628e-20      0.000000000000000000e+00      5.932876633660721573e-18      5.932876633660721573e-18
      1.008116232464929762e+00      1.000000000000000000e+00      1.066656223186890795e+00      0.000000000000000000e+00      2.441404147061728363e-20      2.441404147061728363e-20      0.000000000000000000e+00      6.283469813218916448e-18      6.283469813218916448e-18
      1.008517034068136198e+00      1.000000000000000000e+00      1.071859673491717846e+00      0.000000000000000000e+00      2.700354987358478639e-20      2.700354987358478639e-20      0.000000000000000000e+00      6.638973872039885850e-18      6.638973872039885850e-18
      1.008917835671342633e+00      1.000000000000000000e+00      1.077138769618708691e+00      0.000000000000000000e+00      2.973654737763760683e-20      2.973654737763760683e-20      0.000000000000000000e+00      6.999482260006113753e-18      6.999482260006113753e-18
      1.009318637274549069e+00      1.000000000000000000e+00      1.082495368829573756e+00      0.000000000000000000e+00      3.261507097519179251e-20      3.261507097519179251e-20      0.000000000000000000e+00      7.365185289088760229e-18      7.365185289088760229e-18
      1.009719438877755504e+00      1.000000000000000000e+00      1.087931392882790060e+00      0.000000000000000000e+00      3.564120814102777455e-20      3.564120814102777455e-20      0.000000000000000000e+00      7.736127488894626926e-18      7.736127488894626926e-18
      1.010120240480961940e+00      1.000000000000000000e+00      1.093448830948868356e+00      0.000000000000000000e+00      3.881709859976658344e-20      3.881709859976658344e-20      0.000000000000000000e+00      8.112449066521812129e-18      8.112449066521812129e-18
      1.010521042084168375e+00      1.000000000000000000e+00      1.099049742679318209e+00      0.000000000000000000e+00      4.214493616904272516e-20      4.214493616904272516e-20      0.000000000000000000e+00      8.494375034986101240e-18      8.494375034986101240e-18
      1.010921843687374588e+00      1.000000000000000000e+00      1.104736261446273460e+00      0.000000000000000000e+00      4.562697068560579216e-20      4.562697068560579216e-20      0.000000000000000000e+00      8.881970151876314959e-18      8.881970151876314959e-18
      1.011322645290581024e+00      1.000000000000000000e+00      1.110510597778982422e+00      0.000000000000000000e+00      4.926551002821377020e-20      4.926551002821377020e-20      0.000000000000000000e+00      9.275347774419715920e-18      9.275347774419715920e-18
      1.011723446893787459e+00      1.000000000000000000e+00      1.116375042979283805e+00      0.000000000000000000e+00      5.306292222401855604e-20      5.306292222401855604e-20      0.000000000000000000e+00      9.674738084647505101e-18      9.674738084647505101e-18
      1.012124248496993895e+00      1.000000000000000000e+00      1.122331972971776004e+00      0.000000000000000000e+00      5.702163767011736124e-20      5.702163767011736124e-20      0.000000000000000000e+00      1.008028631723771607e-17      1.008028631723771607e-17
      1.012525050100200330e+00      1.000000000000000000e+00      1.128383852346955374e+00      0.000000000000000000e+00      6.114415144015280915e-20      6.114415144015280915e-20      0.000000000000000000e+00      1.049213505660822066e-17      1.049213505660822066e-17
      1.012925851703406765e+00      1.000000000000000000e+00      1.134533238678884670e+00      0.000000000000000000e+00      6.543302572489108875e-20      6.543302572489108875e-20      0.000000000000000000e+00      1.091048847871744111e-17      1.091048847871744111e-17
      1.013326653306613201e+00      1.000000000000000000e+00      1.140782787075749205e+00      0.000000000000000000e+00      6.989089237497321985e-20      6.989089237497321985e-20      0.000000000000000000e+00      1.133541921820767063e-17      1.133541921820767063e-17
      1.013727454909819636e+00      1.000000000000000000e+00      1.147135255017389888e+00      0.000000000000000000e+00      7.452045557642071145e-20      7.452045557642071145e-20      0.000000000000000000e+00      1.176726034480163847e-17      1.176726034480163847e-17
      1.014128256513026072e+00      1.000000000000000000e+00      1.153593507486101011e+00      0.000000000000000000e+00      7.932449465743899039e-20      7.932449465743899039e-20      0.000000000000000000e+00      1.220607837470294578e-17      1.220607837470294578e-17
      1.014529058116232285e+00      1.000000000000000000e+00      1.160160522421019635e+00      0.000000000000000000e+00      8.430586704102492122e-20      8.430586704102492122e-20      0.000000000000000000e+00      1.265213859874290083e-17      1.265213859874290083e-17
      1.014929859719438721e+00      1.000000000000000000e+00      1.166839396506182291e+00      0.000000000000000000e+00      8.946751134225883817e-20      8.946751134225883817e-20      0.000000000000000000e+00      1.310570848706291458e-17      1.310570848706291458e-17
      1.015330661322645156e+00      1.000000000000000000e+00      1.173633351333779995e+00      0.000000000000000000e+00      9.481245063162288464e-20      9.481245063162288464e-20      0.000000000000000000e+00      1.356683610365216164e-17      1.356683610365216164e-17
      1.015731462925851591e+00      1.000000000000000000e+00      1.180545739949144135e+00      0.000000000000000000e+00      1.003437958581469945e-19      1.003437958581469945e-19      0.000000000000000000e+00      1.403585143493990090e-17      1.403585143493990090e-17
      1.016132264529058027e+00      1.000000000000000000e+00      1.187580053839486283e+00      0.000000000000000000e+00      1.060647494681369953e-19      1.060647494681369953e-19      0.000000000000000000e+00      1.451308710949053369e-17      1.451308710949053369e-17
      1.016533066132264462e+00      1.000000000000000000e+00      1.194739930367565428e+00      0.000000000000000000e+00      1.119786092065179204e-19      1.119786092065179204e-19      0.000000000000000000e+00      1.499849143654805886e-17      1.499849143654805886e-17
      1.016933867735470898e+00      1.000000000000000000e+00      1.202029160701419741e+00      0.000000000000000000e+00      1.180887721251124991e-19      1.180887721251124991e-19      0.000000000000000000e+00      1.549261301003489784e-17      1.549261301003489784e-17
      1.017334669338677333e+00      1.000000000000000000e+00      1.209451698285880061e+00      0.000000000000000000e+00      1.243987388172897572e-19      1.243987388172897572e-19      0.000000000000000000e+00      1.599561491288391647e-17      1.599561491288391647e-17
      1.017735470941883769e+00      1.000000000000000000e+00      1.217011667875853576e+00      0.000000000000000000e+00      1.309121178745977109e-19      1.309121178745977109e-19      0.000000000000000000e+00      1.650772639335122003e-17      1.650772639335122003e-17
      1.018136272545090204e+00      1.000000000000000000e+00      1.224713375208763999e+00      0.000000000000000000e+00      1.376326306069626916e-19      1.376326306069626916e-19      0.000000000000000000e+00      1.702924648696815487e-17      1.702924648696815487e-17
      1.018537074148296639e+00      1.000000000000000000e+00      1.232561317345682639e+00      0.000000000000000000e+00      1.445641160255731890e-19      1.445641160255731890e-19      0.000000000000000000e+00      1.756054716423306131e-17      1.756054716423306131e-17
      1.018937875751502853e+00      1.000000000000000000e+00      1.240560193736647498e+00      0.000000000000000000e+00      1.517105361059410490e-19      1.517105361059410490e-19      0.000000000000000000e+00      1.810182597379886621e-17      1.810182597379886621e-17
      1.019338677354709288e+00      1.000000000000000000e+00      1.248714918091852644e+00      0.000000000000000000e+00      1.590759813689851283e-19      1.590759813689851283e-19      0.000000000000000000e+00      1.865351505582649119e-17      1.865351505582649119e-17
      1.019739478957915724e+00      1.000000000000000000e+00      1.257030631107217022e+00      0.000000000000000000e+00      1.666646767852114593e-19      1.666646767852114593e-19      0.000000000000000000e+00      1.921595196203875791e-17      1.921595196203875791e-17
      1.020140280561122159e+00      1.000000000000000000e+00      1.265512714126406646e+00      0.000000000000000000e+00      1.744809880322104162e-19      1.744809880322104162e-19      0.000000000000000000e+00      1.978937258755749223e-17      1.978937258755749223e-17
      1.020541082164328595e+00      1.000000000000000000e+00      1.274166803821617400e+00      0.000000000000000000e+00      1.825294281314660233e-19      1.825294281314660233e-19      0.000000000000000000e+00      2.037425072920460662e-17      2.037425072920460662e-17
      1.020941883767535030e+00      1.000000000000000000e+00      1.282998807992417944e+00      0.000000000000000000e+00      1.908146645007716054e-19      1.908146645007716054e-19      0.000000000000000000e+00      2.097104477275133984e-17      2.097104477275133984e-17
      1.021342685370741465e+00      1.000000000000000000e+00      1.292014922561796730e+00      0.000000000000000000e+00      1.993415264334338488e-19      1.993415264334338488e-19      0.000000000000000000e+00      2.158001760643139452e-17      2.158001760643139452e-17
      1.021743486973947901e+00      1.000000000000000000e+00      1.301221649900829780e+00      0.000000000000000000e+00      2.081150130567886805e-19      2.081150130567886805e-19      0.000000000000000000e+00      2.220175906314212627e-17      2.220175906314212627e-17
      1.022144288577154336e+00      1.000000000000000000e+00      1.310625818600812176e+00      0.000000000000000000e+00      2.171403018032844565e-19      2.171403018032844565e-19      0.000000000000000000e+00      2.283665860082577044e-17      2.283665860082577044e-17
      1.022545090180360550e+00      1.000000000000000000e+00      1.320234604823158797e+00      0.000000000000000000e+00      2.264227574286611799e-19      2.264227574286611799e-19      0.000000000000000000e+00      2.348507483967503407e-17      2.348507483967503407e-17
      1.022945891783566985e+00      1.000000000000000000e+00      1.330055555382035681e+00      0.000000000000000000e+00      2.359679416245898561e-19      2.359679416245898561e-19      0.000000000000000000e+00      2.414769415945538490e-17      2.414769415945538490e-17
      1.023346693386773421e+00      1.000000000000000000e+00      1.340096612731828341e+00      0.000000000000000000e+00      2.457816232776981368e-19      2.457816232776981368e-19      0.000000000000000000e+00      2.482498967930213624e-17      2.482498967930213624e-17
      1.023747494989979856e+00      1.000000000000000000e+00      1.350366142041475648e+00      0.000000000000000000e+00      2.558697894226368148e-19      2.558697894226368148e-19      0.000000000000000000e+00      2.551757732605597772e-17      2.551757732605597772e-17
      1.024148296593186291e+00      1.000000000000000000e+00      1.360872960571710921e+00      0.000000000000000000e+00      2.662386569540234790e-19      2.662386569540234790e-19      0.000000000000000000e+00      2.622584671775207129e-17      2.622584671775207129e-17
      1.024549098196392727e+00      1.000000000000000000e+00      1.371626369583136107e+00      0.000000000000000000e+00      2.768946851555671053e-19      2.768946851555671053e-19      0.000000000000000000e+00      2.695059854050549652e-17      2.695059854050549652e-17
      1.024949899799599162e+00      1.000000000000000000e+00      1.382636189048476627e+00      0.000000000000000000e+00      2.878445891284497819e-19      2.878445891284497819e-19      0.000000000000000000e+00      2.769239797771773327e-17      2.769239797771773327e-17
      1.025350701402805598e+00      1.000000000000000000e+00      1.393912795443212005e+00      0.000000000000000000e+00      2.990953541777774527e-19      2.990953541777774527e-19      0.000000000000000000e+00      2.845193652009083920e-17      2.845193652009083920e-17
      1.025751503006012033e+00      1.000000000000000000e+00      1.405467162969816552e+00      0.000000000000000000e+00      3.106542512685567589e-19      3.106542512685567589e-19      0.000000000000000000e+00      2.923012121081366022e-17      2.923012121081366022e-17
      1.026152304609218469e+00      1.000000000000000000e+00      1.417310908571959960e+00      0.000000000000000000e+00      3.225288536320683069e-19      3.225288536320683069e-19      0.000000000000000000e+00      3.002741438140640863e-17      3.002741438140640863e-17
      1.026553106212424682e+00      1.000000000000000000e+00      1.429456341170777689e+00      0.000000000000000000e+00      3.347270546421560597e-19      3.347270546421560597e-19      0.000000000000000000e+00      3.084504052849807612e-17      3.084504052849807612e-17
      1.026953907815631117e+00      1.000000000000000000e+00      1.441916515564106493e+00      0.000000000000000000e+00      3.472570870470464568e-19      3.472570870470464568e-19      0.000000000000000000e+00      3.168348070364793444e-17      3.168348070364793444e-17
      1.027354709418837553e+00      1.000000000000000000e+00      1.454705291586039451e+00      0.000000000000000000e+00      3.601275437500071842e-19      3.601275437500071842e-19      0.000000000000000000e+00      3.254386829255413118e-17      3.254386829255413118e-17
      1.027755511022043988e+00      1.000000000000000000e+00      1.467837399079240601e+00      0.000000000000000000e+00      3.733474002299076551e-19      3.733474002299076551e-19      0.000000000000000000e+00      3.342713459067833692e-17      3.342713459067833692e-17
      1.028156312625250424e+00      1.000000000000000000e+00      1.481328509398715632e+00      0.000000000000000000e+00      3.869260387932198453e-19      3.869260387932198453e-19      0.000000000000000000e+00      3.433427784362191404e-17      3.433427784362191404e-17
      1.028557114228456859e+00      1.000000000000000000e+00      1.495195314233399353e+00      0.000000000000000000e+00      4.008732748397707555e-19      4.008732748397707555e-19      0.000000000000000000e+00      3.526663204194601749e-17      3.526663204194601749e-17
      1.028957915831663295e+00      1.000000000000000000e+00      1.509455612650393741e+00      0.000000000000000000e+00      4.151993853534374319e-19      4.151993853534374319e-19      0.000000000000000000e+00      3.622519245087542070e-17      3.622519245087542070e-17
      1.029358717434869730e+00      1.000000000000000000e+00      1.524128407378001260e+00      0.000000000000000000e+00      4.299151398353790455e-19      4.299151398353790455e-19      0.000000000000000000e+00      3.721116315699652970e-17      3.721116315699652970e-17
      1.029759519038076165e+00      1.000000000000000000e+00      1.539234011547265357e+00      0.000000000000000000e+00      4.450318339783061532e-19      4.450318339783061532e-19      0.000000000000000000e+00      3.822612389712399083e-17      3.822612389712399083e-17
      1.030160320641282601e+00      1.000000000000000000e+00      1.554794167209108124e+00      0.000000000000000000e+00      4.605613263327529063e-19      4.605613263327529063e-19      0.000000000000000000e+00      3.927125705261373689e-17      3.927125705261373689e-17
      1.030561122244488814e+00      1.000000000000000000e+00      1.570832177233128846e+00      0.000000000000000000e+00      4.765160783352137136e-19      4.765160783352137136e-19      0.000000000000000000e+00      4.034844556424638395e-17      4.034844556424638395e-17
      1.030961923847695250e+00      1.000000000000000000e+00      1.587373052409040142e+00      0.000000000000000000e+00      4.929091980808387251e-19      4.929091980808387251e-19      0.000000000000000000e+00      4.145902825185242254e-17      4.145902825185242254e-17
      1.031362725450901685e+00      1.000000000000000000e+00      1.604443675838058692e+00      0.000000000000000000e+00      5.097544882505015694e-19      5.097544882505015694e-19      0.000000000000000000e+00      4.260497924658792303e-17      4.260497924658792303e-17
      1.031763527054108120e+00      1.000000000000000000e+00      1.622072987103917452e+00      0.000000000000000000e+00      5.270664987189492613e-19      5.270664987189492613e-19      0.000000000000000000e+00      4.378830755338542381e-17      4.378830755338542381e-17
      1.032164328657314556e+00      1.000000000000000000e+00      1.640292189068095485e+00      0.000000000000000000e+00      5.448605843851623835e-19      5.448605843851623835e-19      0.000000000000000000e+00      4.501092371882388132e-17      4.501092371882388132e-17
      1.032565130260520991e+00      1.000000000000000000e+00      1.659134980674087601e+00      0.000000000000000000e+00      5.631529688969652192e-19      5.631529688969652192e-19      0.000000000000000000e+00      4.627514142995303599e-17      4.627514142995303599e-17
      1.032965931863727427e+00      1.000000000000000000e+00      1.678637819702611944e+00      0.000000000000000000e+00      5.819608150070450532e-19      5.819608150070450532e-19      0.000000000000000000e+00      4.758352239508086646e-17      4.758352239508086646e-17
      1.033366733466933862e+00      1.000000000000000000e+00      1.698840220142207258e+00      0.000000000000000000e+00      6.013023024249889519e-19      6.013023024249889519e-19      0.000000000000000000e+00      4.893853767862251876e-17      4.893853767862251876e-17
      1.033767535070140298e+00      1.000000000000000000e+00      1.719785089696332925e+00      0.000000000000000000e+00      6.211967141644314156e-19      6.211967141644314156e-19      0.000000000000000000e+00      5.034312336077821125e-17      5.034312336077821125e-17
      1.034168336673346733e+00      1.000000000000000000e+00      1.741519114008924785e+00      0.000000000000000000e+00      6.416645325636630963e-19      6.416645325636630963e-19      0.000000000000000000e+00      5.180031647418102218e-17      5.180031647418102218e-17
      1.034569138276552946e+00      1.000000000000000000e+00      1.764093195416753357e+00      0.000000000000000000e+00      6.627275463081974267e-19      6.627275463081974267e-19      0.000000000000000000e+00      5.331368108219331137e-17      5.331368108219331137e-17
      1.034969939879759382e+00      1.000000000000000000e+00      1.787562955636444961e+00      0.000000000000000000e+00      6.844089700550026166e-19      6.844089700550026166e-19      0.000000000000000000e+00      5.488682799049718893e-17      5.488682799049718893e-17
      1.035370741482965817e+00      1.000000000000000000e+00      1.811989313702303983e+00      0.000000000000000000e+00      7.067335785257008617e-19      7.067335785257008617e-19      0.000000000000000000e+00      5.652396882269504087e-17      5.652396882269504087e-17
      1.035771543086172253e+00      1.000000000000000000e+00      1.837439152822980315e+00      0.000000000000000000e+00      7.297278572503706183e-19      7.297278572503706183e-19      0.000000000000000000e+00      5.822931089793582749e-17      5.822931089793582749e-17
      1.036172344689378688e+00      1.000000000000000000e+00      1.863986092805086425e+00      0.000000000000000000e+00      7.534201725732442850e-19      7.534201725732442850e-19      0.000000000000000000e+00      6.000796794059306091e-17      6.000796794059306091e-17
      1.036573146292585124e+00      1.000000000000000000e+00      1.891711388376063674e+00      0.000000000000000000e+00      7.778409640125284728e-19      7.778409640125284728e-19      0.000000000000000000e+00      6.186536703347185479e-17      6.186536703347185479e-17
      1.036973947895791559e+00      1.000000000000000000e+00      1.920704978384151218e+00      0.000000000000000000e+00      8.030229626614886111e-19      8.030229626614886111e-19      0.000000000000000000e+00      6.380746795715546571e-17      6.380746795715546571e-17
      1.037374749498997994e+00      1.000000000000000000e+00      1.951066716818811164e+00      0.000000000000000000e+00      8.290014401168848050e-19      8.290014401168848050e-19      0.000000000000000000e+00      6.584091263735415276e-17      6.584091263735415276e-17
      1.037775551102204430e+00      1.000000000000000000e+00      1.982907824024910726e+00      0.000000000000000000e+00      8.558144932512611096e-19      8.558144932512611096e-19      0.000000000000000000e+00      6.797333217184208691e-17      6.797333217184208691e-17
      1.038176352705410643e+00      1.000000000000000000e+00      2.016352606303841277e+00      0.000000000000000000e+00      8.835033714119991071e-19      8.835033714119991071e-19      0.000000000000000000e+00      7.021284338755506330e-17      7.021284338755506330e-17
      1.038577154308617079e+00      1.000000000000000000e+00      2.051540504547736621e+00      0.000000000000000000e+00      9.121128539889632877e-19      9.121128539889632877e-19      0.000000000000000000e+00      7.256878852768941720e-17      7.256878852768941720e-17
      1.038977955911823514e+00      1.000000000000000000e+00      2.088628549030747017e+00      0.000000000000000000e+00      9.416916881902054121e-19      9.416916881902054121e-19      0.000000000000000000e+00      7.505174894024910374e-17      7.505174894024910374e-17
      1.039378757515029950e+00      1.000000000000000000e+00      2.127794319084375552e+00      0.000000000000000000e+00      9.722930991898007515e-19      9.722930991898007515e-19      0.000000000000000000e+00      7.767353934840411337e-17      7.767353934840411337e-17
      1.039779559118236385e+00      1.000000000000000000e+00      2.169239535136686214e+00      0.000000000000000000e+00      1.003975387816111500e-18      1.003975387816111500e-18      0.000000000000000000e+00      8.044771400413915623e-17      8.044771400413915623e-17
      1.040180360721442820e+00      1.000000000000000000e+00      2.213194449281643550e+00      0.000000000000000000e+00      1.036802634888358555e-18      1.036802634888358555e-18      0.000000000000000000e+00      8.338967749663301253e-17      8.338967749663301253e-17
      1.040581162324649256e+00      1.000000000000000000e+00      2.259923253015112099e+00      0.000000000000000000e+00      1.070845536414267595e-18      1.070845536414267595e-18      0.000000000000000000e+00      8.651691814607884306e-17      8.651691814607884306e-17
      1.040981963927855691e+00      1.000000000000000000e+00      2.309730792903140539e+00      0.000000000000000000e+00      1.106182400649550090e-18      1.106182400649550090e-18      0.000000000000000000e+00      8.985016238683355549e-17      8.985016238683355549e-17
      1.041382765531062127e+00      1.000000000000000000e+00      2.362970985280519631e+00      0.000000000000000000e+00      1.142900347096042966e-18      1.142900347096042966e-18      0.000000000000000000e+00      9.341280187066689720e-17      9.341280187066689720e-17
      1.041783567134268562e+00      1.000000000000000000e+00      2.420057462532748893e+00      0.000000000000000000e+00      1.181096759794990100e-18      1.181096759794990100e-18      0.000000000000000000e+00      9.723270256016576629e-17      9.723270256016576629e-17
      1.042184368737474998e+00      1.000000000000000000e+00      2.481477185889094272e+00      0.000000000000000000e+00      1.220881064103428825e-18      1.220881064103428825e-18      0.000000000000000000e+00      1.013423004378227979e-16      1.013423004378227979e-16
      1.042585170340681211e+00      1.000000000000000000e+00      2.547808053899477621e+00      0.000000000000000000e+00      1.262376919575929406e-18      1.262376919575929406e-18      0.000000000000000000e+00      1.057803493933870425e-16      1.057803493933870425e-16
      1.042985971943887646e+00      1.000000000000000000e+00      2.619741970989752033e+00      0.000000000000000000e+00      1.305724954617273776e-18      1.305724954617273776e-18      0.000000000000000000e+00      1.105931601071896422e-16      1.105931601071896422e-16
      1.043386773547094082e+00      1.000000000000000000e+00      2.698115496909814670e+00      0.000000000000000000e+00      1.351086216083215280e-18      1.351086216083215280e-18      0.000000000000000000e+00      1.158366416995889266e-16      1.158366416995889266e-16
      1.043787575150300517e+00      1.000000000000000000e+00      2.783951208939061672e+00      0.000000000000000000e+00      1.398646576470390085e-18      1.398646576470390085e-18      0.000000000000000000e+00      1.215792535749072258e-16      1.215792535749072258e-16
      1.044188376753506953e+00      1.000000000000000000e+00      2.878514503254480772e+00      0.000000000000000000e+00      1.448622445107566632e-18      1.448622445107566632e-18      0.000000000000000000e+00      1.279057442966394573e-16      1.279057442966394573e-16
      1.044589178356713388e+00      1.000000000000000000e+00      2.983393143790432411e+00      0.000000000000000000e+00      1.501268288416808822e-18      1.501268288416808822e-18      0.000000000000000000e+00      1.349222702373924712e-16      1.349222702373924712e-16
      1.044989979959919824e+00      1.000000000000000000e+00      3.100611173150889854e+00      0.000000000000000000e+00      1.556886713120262041e-18      1.556886713120262041e-18      0.000000000000000000e+00      1.427644577912624470e-16      1.427644577912624470e-16
      1.045390781563126259e+00      1.000000000000000000e+00      3.232796228511694014e+00      0.000000000000000000e+00      1.615842268413354827e-18      1.615842268413354827e-18      0.000000000000000000e+00      1.516080272078534225e-16      1.516080272078534225e-16
      1.045791583166332694e+00      1.000000000000000000e+00      3.383432621808649898e+00      0.000000000000000000e+00      1.678580794910374443e-18      1.678580794910374443e-18      0.000000000000000000e+00      1.616863553689221037e-16      1.616863553689221037e-16
      1.046192384769538908e+00      1.000000000000000000e+00      3.557257504224144551e+00      0.000000000000000000e+00      1.745657315528148148e-18      1.745657315528148148e-18      0.000000000000000000e+00      1.733163838120647010e-16      1.733163838120647010e-16
      1.046593186372745343e+00      1.000000000000000000e+00      3.760906730453266622e+00      0.000000000000000000e+00      1.817777585894244401e-18      1.817777585894244401e-18      0.000000000000000000e+00      1.869425127926724522e-16      1.869425127926724522e-16
      1.046993987975951779e+00      1.000000000000000000e+00      4.004020640977751455e+00      0.000000000000000000e+00      1.895862495757930017e-18      1.895862495757930017e-18      0.000000000000000000e+00      2.032100269008382000e-16      2.032100269008382000e-16
      1.047394789579158214e+00      1.000000000000000000e+00      4.301254781908115277e+00      0.000000000000000000e+00      1.981152860967308875e-18      1.981152860967308875e-18      0.000000000000000000e+00      2.231001882713771169e-16      2.231001882713771169e-16
      1.047795591182364650e+00      1.000000000000000000e+00      4.676225045660260982e+00      0.000000000000000000e+00      2.075390695734267995e-18      2.075390695734267995e-18      0.000000000000000000e+00      2.481941154966334419e-16      2.481941154966334419e-16
      1.048196392785571085e+00      1.000000000000000000e+00      5.170057666866142654e+00      0.000000000000000000e+00      2.181158764412476131e-18      2.181158764412476131e-18      0.000000000000000000e+00      2.812454673117578813e-16      2.812454673117578813e-16
      1.048597194388777520e+00      1.000000000000000000e+00      5.862630348844923844e+00      0.000000000000000000e+00      2.302589468735002658e-18      2.302589468735002658e-18      0.000000000000000000e+00      3.276028683922349293e-16      3.276028683922349293e-16
      1.048997995991983956e+00      1.000000000000000000e+00      6.937155248124152962e+00      0.000000000000000000e+00      2.447098538233268344e-18      2.447098538233268344e-18      0.000000000000000000e+00      3.995347172590950875e-16      3.995347172590950875e-16
      1.049398797595190391e+00      1.000000000000000000e+00      8.956341958125641156e+00      0.000000000000000000e+00      2.630883127733805511e-18      2.630883127733805511e-18      0.000000000000000000e+00      5.347235293252208013e-16      5.347235293252208013e-16
      1.049799599198396827e+00      1.000000000000000000e+00      1.551372778178285472e+01      0.000000000000000000e+00      2.909617913226489477e-18      2.909617913226489477e-18      0.000000000000000000e+00      9.738285580279449172e-16      9.738285580279449172e-16
      1.050200400801603040e+00      1.000195692188494467e+00      9.750903016656593536e+01      1.206306128089159111e-11      3.247067143360810281e-18      1.206306452795873527e-11      1.174170143916732060e-07      0.000000000000000000e+00      1.174170143916732060e-07
      1.050601202404809476e+00      1.000577413538142224e+00      9.750903016656593536e+01      1.050230141194169481e-10      3.247067143360810281e-18      1.050230173664840955e-10      3.464531468011829072e-07      0.000000000000000000e+00      3.464531468011829072e-07
      1.051002004008015911e+00      1.000959134892016600e+00      9.750903016656593536e+01      2.897810184413406773e-10      3.247067143360810281e-18      2.897810216884078247e-10      5.754892937955670697e-07      0.000000000000000000e+00      5.754892937955670697e-07
